@relation 'hotel_reviews'
@attribute text string
@attribute class {neg, pos}
@data
'Além da localização, o atendimento é o grande diferencial do Ibis Copacabana. Acomodações muito confortáveis, preços justos, café da manhã bem servido e pela fácil localização você encontra tudo o que precisa nos arredores do hotel. Com certeza voltarei. ', pos

'Bem próximo `a estação de metrô Cardeal Arcoverde e com dezenas de linhas de ônibus disponíveis a poucos passos, este hotel apresenta preços um pouco altos para a cadeia Ibis, mas ainda assim abaixo dos preços extorsivos que vem sendo cobrados no Rio de Janeiro. ', pos

'O IBIS tem aquele padrão deles que segue o Brasil inteiro, o de Copacabana segue a regra. Para o RJ, o preço não é caro, mas para o que oferece, é caro sim. Mas enfim, quarto bom, atendimento bom, aquela média que faz com que tu não te incomode, mas se for viajar com antecedencia, dá para pegar algo melhor ', pos

'Adorei o ibis Rj, bons serviços, bons qrtos, limpos e organizados... excelente localização e facil acesso a tudo! Concerteza volto a me hospedar la logo... Dou um ???? e super indico! Aco q ate março deste ano estarei hospedada la novamente ', pos

'Excelente custo-benefício. Hotel bem localizado, novo, com o padrão Accor. Com certeza ficaria hospedado nele em uma nova viagem ao Rio de Janeiro. Rua silenciosa e limpeza dos quartos excelente ', pos

'dequado aos preços praticados no Rio de Janeiro, boa localização, limpeza e atendimento muito bons. Padrão superior a muitos Ibis. Deveriam porém reconhecer a categoria do cliente no caso era Platinum e já oferecer o que tem direito late check out.', pos

'Muito bem localizado (próximo do Copacabana Palace), o hotel foi muito bem cuidado e continua parecendo novo. Os problemas da reserva do site da Accor  acabaram superados pela atenção dos funcionários.', pos

'Fique hospedada e eu sempre opto pelo Ibis porque sei o que vou encontrar, boa localização se seus planos são de conhecer a cidade, se for para praia optaria em ficar em ipanema. No nosso caso que fomos para o centro da cidade foi ótimo', pos

'Boa localização, ambiente limpo e organizado, bom café da manhã, boas instalações com wifi funcionando, com exceção do pirmeiro dia em que alegaram problemas da operadora. Cama confortável, banheiro adequado.', pos

'Hotel com ótima localização, quarto muito limpo com bom espaço e muito silencioso, bem diferente do hotel que me hospedei um ano atrás e fica em frente a este Ibis. Próximo ao metro, a duas quadras do Copacabana Palace e tem ótimos restaurantes que você pode ir a pé mesmo a noite, achamos a região bem segura. O café da...', pos

'Cheguei tarde da viagem e fui fazer meu check in e fui recebida por uma pessoa muito simpática, ótimo atendimento. Também i hotel parece uma extensão da casa da gente, sem serem muito formais. Só não avaliei o atendimento como excelente pois ficaram de levar um adaptador para mim e não levaram e tive que pedir denovo.', pos

'Bom hotel, padrão Ibis, com boa localização em Copa, perto do metrô, de restaurantes tradicionais e da praia. Não tem vista e o estacionamento é caro, mas compensa. Hotel novo, cama confortável e bom café (pago a parte).', pos

'Todos hotéis íbis são muito bons, quartos aconchegantes e serviço de quarto muito bom. Localização muito boa, com acesso rápido e prático para qualquer local do rio. Localizado próximo ao metro, facilitando ainda mais o passeio pela zona sul do rio. Recomendo demais o local.', pos


'Hotel localizado atrás do Copacaba Palace, 3 quadras da praia, próximo de bons restaurantes e barzinhos. Preço justo, bom atendimento, perto da praia, limpo e novo, um diferencial na região. Melhorar um pouco o café da manhã, somente.', pos

'Um bom hotel, tudo novo, sem muito luxo, e caro, o valor que se paga nesse hotel, coresponde a localização que voce está, pois está a apenas uma quadra da praia de Copacabana, é um bom hotel, com quartos limpos, bom café da manha.', pos

'Bom hotel, com localização boa pois é próximo (200mts) da praia e de metrô. Quartos muito bons e bem limpos. O único porém do hotel é o preço, que particularmente achei muito caro para um hotel que não oferece serviço de quarto (o que me surpreendeu, dado que é um hotel dito 4 estrelas). Um ponto positivo é que o', pos

'É um hotel em excelente localização, o serviço é muito bom, sempre estão dispostos a solucionar de imediato os problemas quando surgem, mas no geral, vale muito a pena se hospedar no Ibis Copacabana', pos

'A única coisa bem ruim é não ter estacionamento e nenhuma opção razoável na região para estacionar. O estacionamento em frente ao hotel não aceita veículos automáticos. Se o hotel tivesse um estacionamento seria perfeito. ', pos

'O único problema que tive foi em relação ao café da manhã, que no check in o atendente nos informou o horário dando a entender que estava incluso na diária e na hora do check out tivemos que agar. Foi desagradável, uma despesa que não estávamos esperando.', pos

'Há um quadra da praia mais famosa do país, pertinho do Copacabana Palace, local privilegiado, estação de metrô há uma quadra, várias estações do Bike Rio por perto. Padrão Ibis de conforto e serviço encontrado em todos os hotéis da rede, mas este com certeza tem a localização como grande diferencial. Adorei. ', pos

'Hotel confortável e limpo. Funcionários sempre dispostos a ajudar. Café da manhã muito simples, pelo preço deveria oferecer mais opções. O ponto alto é a localização, muito perto da praia e com muitas opções de transporte. ', pos














'Hotel novo, serviço de limpeza muito bom, a três quadras da praia. Quartos padrão Ibis. Ótimo isolamento acústico. Ótima localização, próximo ao Copacabana Palace e Estação de metrô. Internet funciona muito bem.', pos

'Hotel bem localizado, boa estrutura, seguindo o padrão Ibis, com ótimo custo benefício, quartos confortáveis, e bom atendimento dos funcionários. Vale ressaltar que o café da manhã não é gratuito, caso desejar é necessário que seja pago a parte ', pos

'foi muito bom meus dias no íbis Copacabana, um hotel muito bem localizado e de fácil acesso tanto para o resto da zona sul como para o centro e aeroporto Santos Dumont , e para quem gosta é perto do Copacabana palace.', pos

'Bom serviços e otima qualidade em todos os aspectos. Só uma observação quando fiz a reserva poderia ficar por mais alguns dias más por falta de conhecimento não fiz a opção, mas no ano que vem vou prolongar mais minha visita, ok.', pos

'Igual aos demais hotéis da rede. Boa localização próxima de algumas estações de Metro e locais para alimentação. Fácil acesso. Vale a pena pela localização e acessibilidade. Pecam por não aceitar antecipar checkin. Retornarei se necessário.', pos

'igual as demais da rede, o ponto super positivo é a localização, pertinho da praia e com preço mais em conta do que os famosos... acho a desvantagem não ter vista mar , mas no geral é um bom hotel', pos

'Bom, as hospedagens no Rio são bem salgadas e uma boa opção para pagar menos é Ibis Copacabana. A localização é privilegiada, próxima ao Copacabana Palace. O café da manhã deve ser pago. Os quartos são bem limpos e conservados ',pos

'Boa localização. Do aeroporto até o hotel utilizamos o onibus frescão e descemos na frente do Copacabana Palace. Andamos apenas 2 quadras para chegar no Ibis. Facil acesso para onibus comum. Fomos ao Pão de açucar de onibus comum pedindo informação, sem problemas. O hotel é novo, atendimento cordial, quarto bem confortável. A noite, nas imediações do hotel a pé', pos

'Muito bem localizado (próximo do Copacabana Palace), o hotel foi muito bem cuidado e continua parecendo novo. Os problemas da reserva do site da Accor acabaram superados pela atenção dos funcionários.', pos

'É a segunda vez que me hospedo neste hotel e mais uma vez fui muito bem atendido. O atendimento na chegada foi rápido e eficiente o quarto estava limpo e arrumado café da manhã na medida certa perfeito.', pos

'É a segunda vez que me hospedo neste hotel e mais uma vez fui muito bem atendido. O atendimento na chegada foi rápido e eficiente o quarto estava limpo e arrumado café da manhã na medida certa perfeito.', pos

'No Rio tudo é muito caro. Este hotel é uma boa opção barata para desfrutar das belezas da cidade maravilhosa. Com bom atendimento e boa hospedabilidade o hotel é uma opção econômica para desfrutar o rio. O café é pago e os quartos bem limpos.', pos

'Passei o ultimo final de semana no Ibis de Copacabana. Hotel moderno, construído ha menos de três anos, ótimo banheiro. Não possui camas de solteiro e não permitem hospedes crianças. Localização ótima', pos

'Todas as instalações do hotel são novas. O hotel não possui área de lazer. Quarto limpo e com espaço razoável. Banheiro também. Entretanto, dois pontos deixaram muito a desejar. Tivemos problemas com o quarto imediatamente acima. As pisadas faziam muito barulho e as arrumadeiras de manhã mais ainda. Não conseguimos dormir direito depois das 8:30. ', pos

'A localização é sem dúvida o melhor atributo desse hotel, situado bem pertinho da praia de copacabana. O atendimento e a estrutura seguem o padrão Ibis, sem grandes diferenciais de conforto, porém com quartos limpos e razoáveis.', pos

'Perto do Metro, e de alugueis de bicicleta do bike rio. Ao lado do copacabana palace. Hotel novo, padrao ibis. aendimeno muito bom. duas quadras da praia. os restaurantes en volta nao sao muito bons, mas vale a pena se perder pelas ruas do bairro', pos

'Estive hospedado no ibis Copacabana e fiquei muito satisfeito, o atendimento é muito cordial, os funcionários simpáticos, o quarto é simples, mas a limpeza é muito bem feita. O visual da janela do quarto não é.bacana porque você dá de cara com um outro hotel bem de frente, então é melhor permanecer com as cortinas fechadas. O café da manhã', pos

'Tem ótima localização, de fácil acesso, próximo a praia de Copacabana e restaurantes e bares. Além de ficar perto da estação de metrô. Tem bom atendimento, quartos limpos e bem arrumados, seguindo o padrão Ibis.', pos

'O bom de ficar nos hotéis desta rede é que o hóspede não tem surpresas. Todos eles são muito semelhantes no estilo, na decoração e, principalmente, no serviço. O hotel de Copacabana não é diferente, com a vantagem de ser uma construção novíssima. Fica numa rua arborizada, próxima ao metrô e e também da praia. Excelente custo-benefício ', pos

'Localização privilegiada, instalações novas, bom café da manhã e atendimento cortês. Poderia ter um andar para fumantes como era antigamente. O preço está acima do cobrado em outras cidades. TV com poucas opções ', pos

'O Hotel fica em uma ruazinha simpatica, arborizada, calma e bem proxima da praia, é só colocar a bermuda e sair. A noite tambem é proximo de tudo, restaurantes da beira mar. Cafe da manha o de sempre dá para se alimentar.Os quartos igualmente od dos outros IBIS so que este esta bem novinho.', pos

'Próximo ao Metrô estação Arcoverde, varios ponto de ônibus e 500 metros da praia e das principais ruas com lojinhas, restaurantes para todos os gostos. Os quartos são limpos e os serviços de recepção, restaurante, café são ótimos ', pos

'Próximo ao Metrô estação Arcoverde, varios ponto de ônibus e 500 metros da praia e das principais ruas com lojinhas, restaurantes para todos os gostos. Os quartos são limpos e os serviços de recepção, restaurante, café são ótimos ',pos

'Estive no Ibis Copacabana a trabalho e achei as instalações muito boas, banheiro limpo e bem mantido, cama espaçosa. Apenas o wake up call que eu agendei através da recepção e não foi feito. O Café da manhã não é muito elaborado, mas tem uma variedade boa', pos

'Boa localização, acomodação confortável, café da manhã pode ser melhor pelo custo que é pago à parte, bom atendimento, tem programa de fidelidade, limpo o hotel, tv a cabo, quarto bem compacto, cofre.', pos

'Quarto agradável, pequeno mas acolhedor, serviço honesto, atendimento simpático, café da manhã muito bom, e , o melhor é que o calçadão de Copacabana e o mar ficam logo ali. O hotel fica bem perto do Copacabana Palace. Não se esqueça de abastecer o frigobar.', pos

'Hotel com boa localização, porém não tão perto da praia, bem funcional, com instalações novas, café da manhã básico, pago por fora da diária. Funcionários bem receptivos e prestativos. Hotel bem funcional, ótimo para viagens breves. Indico sim.', pos

'O Ibis Copacabana apresenta-se como boa opçao de hotel no Rio pela localizaçao, preço e principalmente por nao ser velho, deteriorado e cheirando a morfo como a grande maioria de hoteis da orla do Rio. Fica a duas quadras da Av Atlantica.', pos

'Este íbis esta entre os melhores que estive, junta ótimo preco com ótima localização, no mais esta dentro do padra íbis de atendimento e quarto, Café da manha gostoso, embora seja pago a parte e o melhor o hotel é novo e muito limpo.', pos

'Hotel novo e bem localizado, otimo custo beneficio, proximo a estação do metro, o cafe da manha nao esta incluido na diaria, quarto com frigobar,  tv de LCD, com FRIGOGAR, padrao ibis, bem confortavel', pos

'Uma excelente opção para quem deseja se hospedar no Rio. O hotel fica próximo a praia de Copacabana e próximo a estação de metrô. O hotel está dentro do padrão ibis com quarto confortável e bom custo benefício. O café da manhã não está incluso na diária do hotel.', pos

'Hotel com boa localização, dista 2 quadras praia de Copacabana e próximo também ao metrô. Bom custo benefício, o que é importante, pois os hotéis do Rio de Janeiro são muito caros. Os quartos são relativamente espaçosos, mas confortáveis. Café da manhã razoável. Aconselho tomar café da manhã em uma das padarias próximas, que são ótimas. Única ressalva é o', pos

'Muito bom, eh um verdadeiro achado um hotel em copacabana que não tenha cheiro de mofo, e esse ibis eh novinho em folha, o serviço eh padrão ibis mas o preço está bem acima do praticado em outros estabelecimentos da franquia.', pos

'Hotel novo. Excelente localização. Cafe de manhã básico, não incluso na diaria. Quarto silencioso, piso em madeira, padrão da rede Ibis. Hotel oferece internet gratis e computador na recepeção, nos quartos wifi. Ótima escolha para quem vai visitar as belezas do Rio e precisar do hotel apenas para descansar.', pos

'Hotel muito bem localizado, bom atendimento. Infelizmente os quartos não são muito limpos e o café da manha é muito simples além de não estar incluido na diária do hotel. Tem estacionamento, pago, mas que não aceita carro automatico.', pos

'O Hotel tem uma ótima localização e atendimento. Os quartos são novos e bem conservados e limpos. Tem um bom café da manhã. Esta localizado em boa área no começo do bairro de Copacabana. Tem estacionamento conveniado na mesma rua quase em frente ao hotel.', pos

'Local ideal para ficar em Copacabana. Destinados àqueles que não fazem questão de luxo, afinal quem viaja a turismo, anda o dia todo e quer um lugar limpo, confortável e silencioso para descansar para o próximo dia esse é o hotel ideal.', pos

'a melhor coisa que tem esse hotel é a localizacao esta perto da praia, pode se locomover a pe! o cafe da manha nao esta incluido na diaria! isso para mim nao esta bem! ja que estamos pagando por um serviço que poderia incluir ', pos

'Gostei muito do hotel e do pessoal. O preço foi um pouco alto, mas globalmente fiquei satisfeito. Num dos dias acabaram arrumando o meu quarto já ás 5 da tarde, e isso foi a única coisa que correu menos bem ', pos

'Escolher um hotel de rede tem a vantagem de não ter surpresas. O Íbis Copacabana é assim mesmo. É um hotel novinho. Os funcionários são amáveis. Muito bem localizado. Perto do metrõ. Quase em frente tem uma padaria. Ótima opção pra o café da manhã. Recomendo ', pos


'O hotel Ibis Copacabana é recém inaugurado e tem uma rouparia superior à media da rede.A cama já é do novo padrão Ibis:bem confortável!O banheiro tem ótima ducha.O ar condicionado é silencioso e eficiente.Prefira andar alto são 10 andares. Localização excelente há apenas uma quadra do lendário Copacabana e proximo a praia e bons restaurantes ', pos

'Localização excelente, bem próximo do metro, da praia, restaurantes e de fácil acesso para vários lugares. Os quartos são bem limpos e confortáveis. Café da manhã é pago a parte mas é farto e variado. Funcionários são bem atenciosos e cordiais ', pos

'Atendimento feito por recepcionistas estrangeiros durante o check in. Falando português fluente e extremamente atenciosos. Quartos pequenos mas limpos e sem nenhuma reclamação. Café da manhã bom, com variedades básicas (sem exageros mas suficiente!). Não há serviço de quarto, portanto traga bebidas e snacks por conta ou peça no bar do térreo ', pos

'Estrutura excelente! Hotel perfeito para quem quer descansar, com bom serviço à disposição. Piscina, restaurante e quarto ótimos! Equipe super competente, não nos faltou nada. Não é muito em conta, mas vale a pena o investimento ', pos

'Excelente localização, pois fica há poucas quadras da praia. Um dos hotéis mais baratos de Copacabana. Hotel novíssimo, com quartos super limpos, aconchegantes e com uma vista linda. Aproveite e venha passar o final de ano com os amigos e familiares ', pos


' Resort é maravilhoso, com instalaçoes novas, quartos amplos e bem decorados.A piscina é imensa e circunda todo o hotel, a praia é privativa e conta com um bom servico na areia.As refeiçoes ficam um pouco a desejar, mas no geral satisfazem bem ', pos

'O hotel possui uma programação diária muito boa e animada, o que não deixa as estadias se tornarem monótonas. O restaurante é bom, mas não atinge todas as expectativas. A área de lazer, piscinas, boliche, golf, são ótimos, vale a pena ', pos

'Excelente Hotel. Na beira da praia. Quartos grandes. Três ótimas piscinas. Pista de boliche, minigolf. Restaurante muito bom. Minha filha adorou. Voltarei mais vezes neste resort. Fortemente ', pos

'Além de estar localizado na cidade de Búzios é um ótimo pousada para se hospedar e curtir a cidade. Muito grande o local com uma piscina enorme também, prepare-se para andar (se preferir existem carrinhos de golf para o translado interno do hotel). Possui quadras de tenis, futebol e opções de arco e flecha e alpinismo. Não pratiquei, mas também existe um trapézio no local. Deve ser bacana. O café era bom e tinha uma janta melhor ainda. A cada noite que eu estive no hotel tinha uma atração diferente para curtir próximo ao restaurante. O hotel estava vazio, mas as festas eram animadas. Conta com serviço de animadores e ainda tem um salão de jogos e academia. Hotel completo Recomendo.', pos

'Fiquei hospedada neste hotel a trabalho. Ele tem um atendimento excelente, alimentacao, eventos, e é excelente para a familia que deseja sair de férias pois pode aproveitar para conhecer o lugar que é um paraíso! Faz parte de uma tranquila ilha de pescadores, tem o charme e a badalacao da riviera francesa.', pos

'Não é tão pertinho do centro de Búzios, mas não foi difícil chegar, pois há algumas placas informativas no trajeto e o melhor de tudo, à noite é disponibilizado aos hospedes um ônibus que segue para o centro de Búzios e o mesmo ônibus marca o horário da volta, embora não seja muito o tempo disponibilizado para o passeio noturno, essa prática é ideal para quem quer beber, uma vez que não é preciso se preocupar com a volta. Grande sacada do resort A organização é impecável, considerando a limpeza,os funcionários, os estacionamento, o entretenimento e outros, O café da manhã é farto e muito bem preparado. As piscinas com animadores se torna uma atração a parte. Não é barato, mas é justo pelo que oferece ', pos

'Lindo lugar, hotel muito charmoso, tudo muito bom. Ficaria mais alguns dias se não fosse a chuva, pq amei tudo, desde a praia particular as piscinas, enfim espero voltar mais vezes As crianças amaram ', pos

'A rede blue tree é excelente e esse de Búzios não poderia ser diferente. Com muitos animadores para a criançada e até para os adultos o resort deixa os pais bem à vontade para descansar enquanto os pequenos brincam com todo cuidado. Uma praia privativa também está entre as atrações deste resort. Poderia melhorar a comida, pois tem pouca variedade. Mas isso compensa com os vários restaurantes de Búzios, para quem não quer apenas ficar no resort ', pos

'Ja fui duas vezes e recomendo gosto de tudo dos quartos da animaçao tudo muito bom meus filhos se divertem o dia inteiro. Os animadores sao otimos todos os dias eles animam de dia e a noite sempre tem shows ', pos


'Acabei de chegar de viajem, e fui meio preocupado, pois depois de alguns comentários lidos aqui, fiquei preocupado, e sinceramente fiquei muito surpreso, um lugar é ótimo, atendimento perfeito, minha filha de 5 anos ficou super feliz com os animadores, eles ficam o dia todo com atividades para as crianças, fazem pizzas, atividades na praia, atividades na piscina, sempre muito bem assistidos, o atendimento e a limpeza dos quartos é ótima. Sempre tem shows muitos animados todas as noites. Pois então esqueça os comentários ruins, pois até no paraíso tem gente que vai reclamar.Quase me esqueci, o café da manhã é muito bem servido e com tudo que você possa imaginar. No caso do almoço e jantar, financeiramente vale mais a pena ir a rua das pedras, pois fica em 60 reais por pessoa, cada jantar ', pos

'Ótimo local Profissionais bem treinados e capacitados, instalações confortáveis, ótimos bares e piscinas. Ambiente para ir com amigos e ou família ', pos

'Resort perfeito, funcionários profissionais, teve teatro e nós participamos, área do resort é muito bom. a unica coisa que não gostei foi o estacionamento sem cobertura e nenhuma arvore para uma sombrinha. Preço em relação Praia limpa maravilhosa, peguei vários jacarés. Sem contar que estávamos em Búzios, hein ', pos

'Fui passar um fim de semana com minha esposa e foi sensacional A piscina muito boa, a praia está a menos de 10 metros da piscina, tudo integrado! O café da manhã espetacular! ótimo para quem tem filhos pequenos também, tem atividades o dia inteiro na piscina, com área reservada específica para os mais baixinhos. Praia de Tucuns, praticamente virgem. é estar no paraíso, à 10 minutos de Búzios O hotel oferece ainda transfer para a Rua das Pedras ', pos

'Hotel muito bonito. Quartos grandes, modernos e limpos. Piscina linda, mas poderia ser levemente aquecida.Além disso, é funda para as crianças.Venta muito, e faz frio, mesmo estando no verão. A comida não oferece muitas opções. Nada além do básico. Fica em frente ao mar. Ótimo para viajar em família ou com a pessoa amada ', pos

'Um bom lugar para relaxar, se divertir e sair da rotina, além de ser muito bonito. Gostei muito da área de lazer, que é boa para crianças também, gostaria de ter tido mais tempo para aproveitar. Com certeza voltarei. se hospedou em Janeiro 2013, viajou com a família ', pos

'Viagem a buzios num fim de semana, hotel, muito bom, somente na chegada que o chekin muito demorado, fila enorme, deveriam se preparar mais para isso, deve ter alguma maneira, quarto muito bom, amplo, piscinas maravilhosas, localização muito boa tambem, lugar afastado, otimo para um resort ', pos
'Amei os restaurantes, as áreas de lazer e jogos, as atividades com recreadores e as piscinas. Nós ficamos só dois dias mas aproveitamos muito. Todas as refeições contam com variedade e excelentes pratos quentes e frios, além de sobremesas muito saborosas. O atendimento foi acima da média e o que mais me deixou tranquila foi a exigência do hotel em requerer uma documentação das crianças que levávamos, coisa que nem todos os hotéis exigem. Ficamos num quarto muito grande, a limpeza foi num nível muito satisfatório, e voltaremos a búzios para ficar lá novamente. ', pos


'Bem vindo ao resort que reúne a badalação de Búzios com a assinatura Blue Tree. Localizado na paradisíaca praia de Tucuns, de frente para o mar, o hotel têm uma das melhores infraestruturas de lazer do país, incluindo boliche, pista de skate, trapézio e uma piscina enorme e irresistível. E você ainda vai curtir todo o charme rústico do balneário. Estamos esperando por voce ', pos

'Apesar de ser mais afastado da cidade é uma ótima opção de hospedagem na cidade.O resort fica muito perto da praia de tucuns em Búzios.O atendimento é de primeira e a comida é ótima . Além de muitas opções de entretenimento no próprio resort. Dica de quarto O padrão de quartos é o mesmo.', pos


'maior roubada O cheiro de mofo do quarto é asfixiante, não bastasse isso essa conversa que fica a 10 minutos de caminhada depende do quanto voce gosta ou quer andar , voltamos a noite para a pousada com um medo danado da rua que é escura demais  Localização péssima . Funcionários até tentam ser simpáticos, o cara do bar ', neg


'A pousada e uma decepção, quando chegamos em Búzios por volta das 22:00 hrs.O recepcionista não sabia nos dar a direção.Em Búzios o GPS não funciona e mesmo ele sabendo disso não nos ajudou. Chegando na pousada, fomos para o quarto o vidro do basculante do banheiro estava quebrado e assim o cheiro que vinha de fora além dos mosquitos. ', neg

'Não dão a mínima, confirmaram nossa reserva por email e quando chegamos nos avisaram que desconheciam nossa reserva, o quarto é uma porcaria, tudo é nogento  ', neg

'primeiro dia da chegada não encontraram nossa reserva, tivemos que entrar no computador da própria pousada, localizar o email enviado por eles para provar que tinhamos a reserva porém, como o hotel estada lotado, graças a deus conseguiram transferir para a pousada biblos excelente onde passamos o primeiro dia noite. infelizmente, no dia seguinte tivemos que voltar para a pousada dos ', neg

'Passei 3 dias na pousada e só tive decepções Cheguei na pousada na quinta feira e descobri que durante a semana, a administração aluga a piscina para aula de natação infantil. Os funcionários não procuram sem simpáticos, muito menos solícitos. O site do hotel engana, pois mostra apenas a parte nova do hotel. Fiquei na parte antiga e o banheiro tinha ', neg


'Hotel apenas está instalado em praia paradisíaca, têm estrutura adequada ao passeio praia. Nos pareceu que precisará treinar funcionários, garçons, se pretendem ainda ser referência em Porto de Galinhas. Retornamos com a sensação de que não valeu o preço ', neg

'Acho ideal dividir alegrias e decepções com todos os internautas que frequentam um dos maiores sites de viagens do mundo, nós consumidores, temos o direito de nos manisfestar sobre tudo que adquirimos para consumo, sejamos realistas e nunca devemos adotar o simples ditado do brasileiro que cita  Brasil é assim mesmo , não, Brasil não é assim e espero. ', neg


























'Pior hotel que ja me hospedei. O hotel nao se preocupa com detalhes da estadio dos hospedes. Chegamos no dia 3 e fomos encaminhados a um quarto que a vista era a obra que esta sendo feita no hotel. Neste momento começou o aborrecimento. Em plenas ferias, em uma cidade longe da cidade, do barulho de tudo fomos colocados de. ', neg

'Ficamos no hotel no mês de junho, uma época em q so se fala em festa de são João. O hotel é mto distante de td Ruas sem asfalto até chegar no hotel, ja te deixa com a impressão de q esta no interior e nao em Porto de galinhas Quartos com cheiro de bolor comida ruim e o restaurante. ', neg

'Caros visitantes do trip advisor: leiam com atenção todas as informações descritas aqui por mim, pois não tenho a intenção neste relato de interferir na escolha de ninguém Bom, pontos positivos deste hotel: Ele tem uma área externa muito bem cuidada, fica de frente para a praia do Cupe, mobília de praia e de piscina são boas, há redes debaixo. ', neg

'Voltei ao Village depois de três anos e o que posso dizer é que foi uma grande decepção. O hotel caiu demais em qualidade, tivemos problemas com o quarto que estava freqüentemente mal arrumado, o banheiro sempre com um cheiro horrível de esgoto, os funcionários pouco gentis. Claramente o hotel tem pecado em fazer a sua manutenção e o treinamento ', neg

'Do mais simples petisco, salada, buffet ou prato à la carte. Tudo ruim Não conseguem elaborar a mais simples receita. Inexperiência e desconhecimento sobre a formulação da receita e do prato apresentado ao cliente. Mas o preço como se fosse de bom padrão. Até a caipirinha ou caipirosca, com frutas boas, deixa a desejar. Elaborada como se fosse um refresco. Bebida.', neg

'Fiquei 7 dias no Village com a minha família agora em novembro de 2011. Achei a estrutura do Village boa, principalmente as piscinas e quartos. No entanto achei que falta treinamento para alguns funcionários: de maneira geral são simpáticos, mas alguns são muito mal educados talvez estejam descontentes com o trabalho. O ponto mais fraco do hotel com certeza é ', neg

'Eu e meu marido ficamos hospedados no Village por 4 dias e fomos assaltados caminhando pela praia bem próximo ao hotel sem nem sequer termos sido avisados de que era perigoso caminhar por ali, o que para nós, significou falta de cuidado e respeito a nós como hóspedes. Quanto à acomodação, o quarto era razoavelmente confortável mas o ralo do ', pos

'Eu e meu marido estivemos neste Hotel em novembro e detestamos nossa estadia. O nosso apartamento térreo em frente à piscina era muito velho e barulhento. Tentamos reclamar e pedimos que mudassem nosso quarto, mas foi perda de tempo. Fomos muito mal atendidos, solenemente ignorados. Apenas diziam que o hotel estava lotado e não poderiam nos mudar de quarto, ', neg

'O dono faz do hotel sua area de lazer particular - durante 2 dias não tive acesso a parte da area de lazer por causa de eventos particulares do dono. O atendimento ao dono era prioridade, deixando os hospedes PAGANTES a propria sorte. Reclamações não eram atendidas, tudo era em função dos donos. Acho que paguei para ficar num hotel. ', neg

'Hotel simples, café da manhã razoável. Apartamento largado, espelho do quarto rachado, colado com fita crepe para tentar evitar piorar a situação, ar condicionado sem funcionar, banheiro com cheiro ruim e ventilação precária. Camareiras sentadas no chão, no pavimento do apartamento, sem sapatos e conversando, aliás, não fizeram menção de levantar ao nos verem saindo do elevador, continuaram como. ', neg

'Ótima localização, bom café da manhã, uma boa equipe e muito barato. Hotel muito antigo e todos os quartos tem fumaça Melhor trazer um desinfetante para o quarto. Eu carrego uma vela comigo há anos, ela salvou o meu nariz. Você dificilmente pode usar os chuveiros porque eles foram adicionados às banheiras antigas. ', neg

'O hotel é muito bem localizado,no limite entre Ipanema e Copacabana, proximo ao Arpoador. Possui uma varando com piscina no ultimo andar com uma vista razoavel da cidade. Os quartos sao amplos. Acredito ser um hotel antigo que esta sendo reformado. Desvantages:  nao tem ventilação no hall dos andares.  no quarto que fiquei o teto do banheiro nao. ', neg

'9 Membros da família em três salas para três noites. Havia uma mistura se com a reserva inicial it.com de reserva que foi o nosso erro fair o suficiente. Eles foram capazes de encontrar-nos mais quatro quartos- em um preço mais elevado, Mas o que me incomodou foi a atitude de um dos muito condescendente do pessoal da recepção ', neg

'Como um hotel, esta é uma operação de ossos bastante nua. Os quartos variam de tamanho pequeno armário de mal aceitável. Não há nenhum carpete em qualquer um dos quartos, assim é muito frio. Se o seu vizinho tem o televisor ou está tendo uma conversa você vai ouvilo. Se você está no lado da frente do hotel você vai. ', neg

'Convenientemente localizado, mas muito caro para o que oferece: pequeno, abafado, run down quartos, inúteis pessoal, abaixo da média café da manhã, dificilmente trabalhar com ar-condicionado. Não terríveis, apenas caro. Uma armadilha clássico de turismo.', neg


'I anteriormente ficamos no Hotel Debret na Copa e(s) os quartos com vista nenhuma(em 2009) e pagos cerca de $65 por noite. O Atlantis Copacabana não oferece vistas e quartos que parecem foram decorados da IKEA. Enquanto o serviço é excelente, os quartos são barato decorado e o banheiro no meu quarto estava em necessidade ', neg


'Há algumas coisas boas dizer sobre esse hotel, em especial a simpática equipe, o e rápido à Internet, e o bom tamanho dos quartos. No entanto no mais de 130 Euros por quarto (para minha reserva), está a apenas terrivelmente as. Os quartos são realmente prédio vermelho desbotado com cansados, barato e sem sentido móveis, rústico e adornos ACs, descobertas. ', neg

'Ficamos aqui 4 noites em Agosto de 2011. Primeira vez no Rio e a localização do hotel era importante para nós. O hotel está localizado numa área tranquila e segura, muito perto de todas as praias (5 min). Além da localização, fizemos acho que o hotel foi vale dinheiro. O quarto era ok, o banheiro pequeno. A área de café da manhã. ', neg

